source,target,shared_seasons,weighted_core,source_name,target_name,source_community,target_community
hattesc01,muldema01,3,0.9283336906818342,Scott Hatteberg,Mark Mulder,2,2
hattesc01,hudsoti01,3,0.9283336906818342,Scott Hatteberg,Tim Hudson,2,2
chaveer01,hattesc01,4,0.9283336906818342,Eric Chavez,Scott Hatteberg,2,2
hattesc01,zitoba01,4,0.9283336906818342,Scott Hatteberg,Barry Zito,2,2
chapmma01,montafr01,5,0.9264091173489928,Matt Chapman,Frankie Montas,4,4
cespeyo01,donaljo02,3,0.926271151735861,Yoenis Cespedes,Josh Donaldson,5,5
berroge01,ontivst02,2,0.9259468333583647,Geronimo Berroa,Steve Ontiveros,1,1
custja01,davisra01,3,0.9256635686846519,Jack Cust,Rajai Davis,2,2
byrneer01,muldema01,5,0.9245675314942519,Eric Byrnes,Mark Mulder,2,2
kempto01,montafr01,3,0.9226788432267884,Tony Kemp,Frankie Montas,4,4
giambja01,taylobi04,4,0.921924941226154,Jason Giambi,Billy Taylor,2,1
neeltr01,steinte01,3,0.9216142674896988,Troy Neel,Terry Steinbach,1,1
henderi01,neeltr01,3,0.9216142674896988,Rickey Henderson,Troy Neel,1,1
custja01,hannaja01,3,0.9201783330961802,Jack Cust,Jack Hannahan,2,2
ellisma01,hannaja01,3,0.9201783330961802,Mark Ellis,Jack Hannahan,2,2
bassich01,montafr01,4,0.9195912350862705,Chris Bassitt,Frankie Montas,4,4
giambja01,zitoba01,2,0.9195242521548082,Jason Giambi,Barry Zito,2,2
grayso01,vogtst01,5,0.9187158602868635,Sonny Gray,Stephen Vogt,5,5
hendeda01,weisswa01,5,0.913689464709196,Dave Henderson,Walt Weiss,1,1
gallemi01,lansfca01,7,0.9132440758539068,Mike Gallego,Carney Lansford,1,1
graveke01,reddijo01,2,0.9115292712066905,Kendall Graveman,Josh Reddick,4,5
jacksre01,washicl01,2,0.9114127793974733,Reggie Jackson,Claudell Washington,3,3
bordimi01,neeltr01,3,0.910282822730492,Mike Bordick,Troy Neel,1,1
campabe01,lindbpa01,8,0.9098329267209192,Bert Campaneris,Paul Lindblad,3,3
bandosa01,lindbpa01,8,0.9098329267209192,Sal Bando,Paul Lindblad,3,3
balfogr01,mccarbr01,2,0.9090345804319603,Grant Balfour,Brandon McCarthy,5,5
bartoda02,pennicl01,5,0.9086134303148512,Daric Barton,Cliff Pennington,2,5
heathmi02,phillto02,4,0.9064217546015734,Mike Heath,Tony Phillips,1,1
heaveda01,keougma02,3,0.901479753843591,Dave Heaverlo,Matt Keough,1,1
mcgwima01,ontivst02,5,0.9013606667072231,Mark McGwire,Steve Ontiveros,1,1
armasto01,langfri01,6,0.8999101923161664,Tony Armas,Rick Langford,1,1
giambja01,mcgwima01,3,0.8988412597886434,Jason Giambi,Mark McGwire,2,1
blankla02,eckerde01,6,0.8964579222951939,Lance Blankenship,Dennis Eckersley,1,1
colonba01,parkeja02,2,0.8907573162199329,Bartolo Colon,Jarrod Parker,5,5
duncada01,hunteca01,5,0.8871061232155858,Dave Duncan,Catfish Hunter,3,3
campabe01,duncada01,5,0.8871061232155858,Bert Campaneris,Dave Duncan,3,3
bandosa01,duncada01,5,0.8871061232155858,Sal Bando,Dave Duncan,3,3
duncada01,jacksre01,5,0.8871061232155858,Dave Duncan,Reggie Jackson,3,3
hendrli01,semiema01,5,0.8851220738792349,Liam Hendriks,Marcus Semien,4,4
harderi01,kendaja01,3,0.8850042377629661,Rich Harden,Jason Kendall,2,2
murphdw01,youngcu01,5,0.8814444861443909,Dwayne Murphy,Curt Young,1,1
duncada01,rudijo01,5,0.881054685999247,Dave Duncan,Joe Rudi,3,3
anderbr04,davisra01,2,0.8809476840527105,Brett Anderson,Rajai Davis,2,2
keougma02,pagemi02,7,0.8792188447032621,Matt Keough,Mitchell Page,1,1
eckerde01,mooremi01,4,0.8788361008610086,Dennis Eckersley,Mike Moore,1,1
laurera01,semiema01,3,0.8768291190062811,Ramon Laureano,Marcus Semien,4,4
blantjo01,crosbbo01,5,0.8735287562144501,Joe Blanton,Bobby Crosby,2,2
byrneer01,harderi01,3,0.8728081033849024,Eric Byrnes,Rich Harden,2,2
crosbbo01,streehu01,4,0.8685769239261814,Bobby Crosby,Huston Street,2,2
heredgi01,hudsoti01,3,0.8675413933145891,Gil Heredia,Tim Hudson,2,2
heredgi01,tejadmi01,4,0.8675413933145891,Gil Heredia,Miguel Tejada,2,2
eckerde01,weisswa01,6,0.8671148210423854,Dennis Eckersley,Walt Weiss,1,1
honeyri01,mcgwima01,8,0.8647454798308946,Rick Honeycutt,Mark McGwire,1,1
lidleco01,tejadmi01,2,0.8632219685965277,Cory Lidle,Miguel Tejada,2,2
chaveer01,lidleco01,2,0.8632219685965277,Eric Chavez,Cory Lidle,2,2
hudsoti01,lidleco01,2,0.8632219685965277,Tim Hudson,Cory Lidle,2,2
lidleco01,zitoba01,2,0.8632219685965277,Cory Lidle,Barry Zito,2,2
lidleco01,muldema01,2,0.8632219685965277,Cory Lidle,Mark Mulder,2,2
bassich01,petityu01,4,0.8607758334776672,Chris Bassitt,Yusmeiro Petit,4,4
lowrije01,manaese01,4,0.8592691755386713,Jed Lowrie,Sean Manaea,4,4
grayso01,kazmisc01,2,0.8564894866047603,Sonny Gray,Scott Kazmir,5,5
kazmisc01,reddijo01,2,0.8564894866047603,Scott Kazmir,Josh Reddick,5,5
essiaji01,pagemi02,3,0.856116534472239,Jim Essian,Mitchell Page,1,1
heathmi02,henderi01,6,0.8542976024678994,Mike Heath,Rickey Henderson,1,1
streehu01,swishni01,3,0.8536273514849532,Huston Street,Nick Swisher,2,2
davismi02,youngcu01,5,0.8535311835407104,Mike Davis,Curt Young,1,1
cahiltr01,pennicl01,3,0.8524786770910419,Trevor Cahill,Cliff Pennington,2,5
armasto01,norrimi01,6,0.8516128243259108,Tony Armas,Mike Norris,1,1
hilldo01,murphdw01,4,0.8502733159532418,Donnie Hill,Dwayne Murphy,1,1
davismi02,hilldo01,4,0.8502733159532418,Mike Davis,Donnie Hill,1,1
hilldo01,phillto02,4,0.8502733159532418,Donnie Hill,Tony Phillips,1,1
cookry01,crispco01,4,0.8499412805695802,Ryan Cook,Coco Crisp,5,5
cookry01,reddijo01,4,0.8499412805695802,Ryan Cook,Josh Reddick,5,5
brownse01,murphse01,4,0.8496587119509169,Seth Brown,Sean Murphy,4,4
henderi01,norrimi01,6,0.8494850194712411,Rickey Henderson,Mike Norris,1,1
stairma01,taylobi04,4,0.8489435747665266,Matt Stairs,Billy Taylor,2,1
corsiji01,steinte01,5,0.8481261274149341,Jim Corsi,Terry Steinbach,1,1
hunteca01,northbi01,2,0.8474009812984427,Catfish Hunter,Bill North,3,3
chaveer01,durazer01,3,0.8473973566998798,Eric Chavez,Erubiel Durazo,2,2
durazer01,hudsoti01,2,0.8473973566998798,Erubiel Durazo,Tim Hudson,2,2
byrneer01,durazer01,3,0.8473973566998798,Eric Byrnes,Erubiel Durazo,2,2
jacksre01,lindbpa01,7,0.8429037928626515,Reggie Jackson,Paul Lindblad,3,3
hendeda01,steinte01,6,0.8418640430846649,Dave Henderson,Terry Steinbach,1,1
darliro01,mcgwima01,5,0.8418461359100833,Ron Darling,Mark McGwire,1,1
darliro01,steinte01,5,0.8418461359100833,Ron Darling,Terry Steinbach,1,1
darliro01,henderi01,5,0.8418461359100833,Ron Darling,Rickey Henderson,1,1
kempto01,murphse01,3,0.8393885762155912,Tony Kemp,Sean Murphy,4,4
doolise01,reddijo01,5,0.8380955630801749,Sean Doolittle,Josh Reddick,5,5
duchsju01,kendaja01,3,0.8371557902678234,Justin Duchscherer,Jason Kendall,2,2
duchsju01,harenda01,3,0.8371557902678234,Justin Duchscherer,Dan Haren,2,2
mooremi01,stewada01,4,0.8355392156862744,Mike Moore,Dave Stewart,1,1
canhama01,fiersmi01,4,0.8347591785796513,Mark Canha,Mike Fiers,4,4
fiersmi01,olsonma02,4,0.8347591785796513,Mike Fiers,Matt Olson,4,4
fiersmi01,laurera01,4,0.8347591785796513,Mike Fiers,Ramon Laureano,4,4
chapmma01,fiersmi01,4,0.8347591785796513,Matt Chapman,Mike Fiers,4,4
mcgwima01,polonlu01,3,0.8328125198075687,Mark McGwire,Luis Polonia,1,1
lansfca01,polonlu01,3,0.8328125198075687,Carney Lansford,Luis Polonia,1,1
polonlu01,stewada01,3,0.8328125198075687,Luis Polonia,Dave Stewart,1,1
eckerde01,polonlu01,3,0.8328125198075687,Dennis Eckersley,Luis Polonia,1,1
griffaj01,reddijo01,2,0.8322456512822987,A. J. Griffin,Josh Reddick,5,5
crispco01,griffaj01,2,0.8322456512822987,Coco Crisp,A. J. Griffin,5,5
colonba01,griffaj01,2,0.8322456512822987,Bartolo Colon,A. J. Griffin,5,5
burnsto02,mcgwima01,4,0.8318373254738525,Todd Burns,Mark McGwire,1,1
burnsto02,hendeda01,4,0.8318373254738525,Todd Burns,Dave Henderson,1,1
bartoda02,bradeda01,5,0.830674879698863,Daric Barton,Dallas Braden,2,2
gonzagi01,pennicl01,4,0.8297975834273474,Gio Gonzalez,Cliff Pennington,2,5
mcgwima01,taylobi04,3,0.8290574024745958,Mark McGwire,Billy Taylor,1,1
bochtbr01,murphdw01,3,0.8284746480364137,Bruce Bochte,Dwayne Murphy,1,1
bochtbr01,davismi02,3,0.8284746480364137,Bruce Bochte,Mike Davis,1,1
colonba01,mossbr01,2,0.8283251706916934,Bartolo Colon,Brandon Moss,5,5
giambja01,grievbe01,4,0.8270020855805985,Jason Giambi,Ben Grieve,2,2
cansejo01,nelsoge01,6,0.826123291823897,Jose Canseco,Gene Nelson,1,1
mcgwima01,nelsoge01,6,0.826123291823897,Mark McGwire,Gene Nelson,1,1
eckerde01,nelsoge01,6,0.826123291823897,Dennis Eckersley,Gene Nelson,1,1
nelsoge01,stewada01,6,0.826123291823897,Gene Nelson,Dave Stewart,1,1
cespeyo01,cookry01,3,0.8250794021165415,Yoenis Cespedes,Ryan Cook,5,5
anderbr04,sweenry01,3,0.8247967054879387,Brett Anderson,Ryan Sweeney,2,2
griffaj01,mossbr01,2,0.8239583584646191,A. J. Griffin,Brandon Moss,5,5
cespeyo01,norride01,3,0.8236510643996167,Yoenis Cespedes,Derek Norris,5,5
henderi01,honeyri01,6,0.8234800052779372,Rickey Henderson,Rick Honeycutt,1,1
campabe01,grantmu01,2,0.8225581129050727,Bert Campaneris,Mudcat Grant,3,3
bandosa01,grantmu01,2,0.8225581129050727,Sal Bando,Mudcat Grant,3,3
harderi01,suzukku01,3,0.8222746338865483,Rich Harden,Kurt Suzuki,2,2
greendi01,mondari01,4,0.8222605582489031,Dick Green,Rick Monday,3,3
essiaji01,heaveda01,2,0.8189912951026646,Jim Essian,Dave Heaverlo,1,1
burnsto02,eckerde01,4,0.8189696784150289,Todd Burns,Dennis Eckersley,1,1
crosbbo01,harenda01,3,0.8180448997694088,Bobby Crosby,Dan Haren,2,2
harenda01,johnsda06,3,0.8177893318854967,Dan Haren,Dan Johnson,2,2
chaveer01,johnsda06,4,0.8177893318854967,Eric Chavez,Dan Johnson,2,2
blantjo01,johnsda06,4,0.8177893318854967,Joe Blanton,Dan Johnson,2,2
ellisma01,johnsda06,4,0.8177893318854967,Mark Ellis,Dan Johnson,2,2
manaese01,treinbl01,3,0.8176272662497032,Sean Manaea,Blake Treinen,4,4
bradeda01,zieglbr01,4,0.816019645082885,Dallas Braden,Brad Ziegler,2,2
mcgwima01,phillto02,4,0.8158422459893048,Mark McGwire,Tony Phillips,1,1
eckerde01,phillto02,3,0.8158422459893048,Dennis Eckersley,Tony Phillips,1,1
grosswa01,mccatst01,7,0.8151551418008125,Wayne Gross,Steve McCatty,1,1
custja01,harderi01,2,0.8149053399063756,Jack Cust,Rich Harden,2,2
hannaja01,suzukku01,3,0.8134837724267242,Jack Hannahan,Kurt Suzuki,2,2
canhama01,montafr01,5,0.8119310028708783,Mark Canha,Frankie Montas,4,4
heaveda01,reverda01,3,0.8103109054151241,Dave Heaverlo,Dave Revering,1,1
durazer01,muldema01,2,0.8094226731555759,Erubiel Durazo,Mark Mulder,2,2
griffal01,youngcu01,3,0.809284332688588,Alfredo Griffin,Curt Young,1,1
bordimi01,darliro01,5,0.8086358038067623,Mike Bordick,Ron Darling,1,1
berroge01,giambja01,3,0.808518679143482,Geronimo Berroa,Jason Giambi,1,2
bailean01,ellisma01,3,0.8075974459427471,Andrew Bailey,Mark Ellis,2,2
langesh01,rookebr01,2,0.8066169617893757,Shea Langeliers,Brent Rooker,4,4
bradeda01,custja01,4,0.8058409239882404,Dallas Braden,Jack Cust,2,2
gallemi01,stewada01,7,0.8055896385920376,Mike Gallego,Dave Stewart,1,1
greendi01,odombl01,7,0.8054601111779629,Dick Green,Blue Moon Odom,3,3
anderbr04,crispco01,4,0.8038352172221517,Brett Anderson,Coco Crisp,2,5
berroge01,bordimi01,3,0.8017929370089751,Geronimo Berroa,Mike Bordick,1,1
olsonma02,pindech01,6,0.8002758409884468,Matt Olson,Chad Pinder,4,4
chapmma01,pindech01,5,0.8002758409884468,Matt Chapman,Chad Pinder,4,4
henderi01,lopesda01,3,0.8002440193909247,Rickey Henderson,Davey Lopes,1,1
mossbr01,norride01,3,0.7999554572220728,Brandon Moss,Derek Norris,5,5
manaese01,montafr01,5,0.7992897624716309,Sean Manaea,Frankie Montas,4,4
daviskh01,treinbl01,3,0.7987847359670652,Khris Davis,Blake Treinen,4,4
burnsto02,welchbo01,4,0.7986269933705314,Todd Burns,Bob Welch,1,1
burnsto02,lansfca01,4,0.7986269933705314,Todd Burns,Carney Lansford,1,1
burnsto02,stewada01,4,0.7986269933705314,Todd Burns,Dave Stewart,1,1
bandosa01,washicl01,3,0.796794294208122,Sal Bando,Claudell Washington,3,3
grayso01,semiema01,3,0.7967320261437908,Sonny Gray,Marcus Semien,5,4
irvinco01,murphse01,2,0.793505834601725,Cole Irvin,Sean Murphy,4,4
graveke01,vogtst01,3,0.7912946671011186,Kendall Graveman,Stephen Vogt,4,5
colonba01,cookry01,2,0.7908634707713093,Bartolo Colon,Ryan Cook,5,5
cookry01,parkeja02,2,0.7908634707713093,Ryan Cook,Jarrod Parker,5,5
hannaja01,harderi01,2,0.7901528646588508,Jack Hannahan,Rich Harden,2,2
crispco01,suzukku01,4,0.7876338702460972,Coco Crisp,Kurt Suzuki,5,2
steinte01,youngcu01,7,0.7867673494424551,Terry Steinbach,Curt Young,1,1
murphdw01,ontivst02,3,0.7866537717601547,Dwayne Murphy,Steve Ontiveros,1,1
grayso01,lowrije01,4,0.7827825017631043,Sonny Gray,Jed Lowrie,5,4
manaese01,pindech01,6,0.7812960070619936,Sean Manaea,Chad Pinder,4,4
ellisma01,muldema01,2,0.7797468354430379,Mark Ellis,Mark Mulder,2,2
ellisma01,tejadmi01,2,0.7797468354430379,Mark Ellis,Miguel Tejada,2,2
ellisma01,hudsoti01,2,0.7797468354430379,Mark Ellis,Tim Hudson,2,2
brownse01,irvinco01,2,0.7772980951063143,Seth Brown,Cole Irvin,4,4
mossbr01,parkeja02,2,0.7772201983160028,Brandon Moss,Jarrod Parker,5,5
davismi02,ontivst02,3,0.776982591876209,Mike Davis,Steve Ontiveros,1,1
harderi01,hudsoti01,2,0.7764044807456582,Rich Harden,Tim Hudson,2,2
brownse01,montafr01,4,0.7758551077324538,Seth Brown,Frankie Montas,4,4
bartoda02,crispco01,5,0.7752395731172504,Daric Barton,Coco Crisp,2,5
cespeyo01,colonba01,2,0.7747352167724192,Yoenis Cespedes,Bartolo Colon,5,5
grosswa01,norrimi01,8,0.7734799566913213,Wayne Gross,Mike Norris,1,1
griffaj01,parkeja02,2,0.7728533860889285,A. J. Griffin,Jarrod Parker,5,5
kendaja01,paytoja01,2,0.7723689173896642,Jason Kendall,Jay Payton,2,2
ellisma01,paytoja01,2,0.7723689173896642,Mark Ellis,Jay Payton,2,2
harenda01,paytoja01,2,0.7723689173896642,Dan Haren,Jay Payton,2,2
chaveer01,paytoja01,2,0.7723689173896642,Eric Chavez,Jay Payton,2,2
paytoja01,zitoba01,2,0.7723689173896642,Jay Payton,Barry Zito,2,2
paytoja01,swishni01,2,0.7723689173896642,Jay Payton,Nick Swisher,2,2
berroge01,taylobi04,3,0.7709928863455636,Geronimo Berroa,Billy Taylor,1,1
blantjo01,duchsju01,5,0.770317881341307,Joe Blanton,Justin Duchscherer,2,2
pindech01,semiema01,5,0.7699728106854166,Chad Pinder,Marcus Semien,4,4
giambja01,jahajo01,3,0.7693602693602694,Jason Giambi,John Jaha,2,2
anderbr04,ellisma01,3,0.7676700412240538,Brett Anderson,Mark Ellis,2,2
johnsda06,kendaja01,3,0.7675801268645762,Dan Johnson,Jason Kendall,2,2
giambja01,velarra01,2,0.7668784060536638,Jason Giambi,Randy Velarde,2,2
tejadmi01,velarra01,3,0.7668784060536638,Miguel Tejada,Randy Velarde,2,2
hudsoti01,velarra01,3,0.7668784060536638,Tim Hudson,Randy Velarde,2,2
hudsoti01,kotsama01,1,0.7649186256781192,Tim Hudson,Mark Kotsay,2,2
mooremi01,welchbo01,4,0.7638480392156862,Mike Moore,Bob Welch,1,1
mondari01,seguidi01,3,0.7636421433784558,Rick Monday,Diego Segui,3,3
campabe01,seguidi01,4,0.7636421433784558,Bert Campaneris,Diego Segui,3,3
bandosa01,seguidi01,4,0.7636421433784558,Sal Bando,Diego Segui,3,3
burnsto02,cansejo01,4,0.7619843842973819,Todd Burns,Jose Canseco,1,1
byrneer01,kotsama01,2,0.7600564255325535,Eric Byrnes,Mark Kotsay,2,2
kazmisc01,vogtst01,2,0.7599476998612444,Scott Kazmir,Stephen Vogt,5,5
johnsjo04,pagemi02,2,0.7583892617449662,John Henry Johnson,Mitchell Page,1,1
gallemi01,steinte01,7,0.7559197128970147,Mike Gallego,Terry Steinbach,1,1
lindbpa01,rudijo01,8,0.7551030358232349,Paul Lindblad,Joe Rudi,3,3
bluevi01,lindbpa01,7,0.7551030358232349,Vida Blue,Paul Lindblad,3,3
lindbpa01,tenacge01,7,0.7551030358232349,Paul Lindblad,Gene Tenace,3,3
gallemi01,phillto02,5,0.7545461656616224,Mike Gallego,Tony Phillips,1,1
mcgwima01,neeltr01,3,0.7535644490673654,Mark McGwire,Troy Neel,1,1
cansejo01,polonlu01,3,0.7496403728056344,Jose Canseco,Luis Polonia,1,1
durazer01,zitoba01,3,0.7479398521790841,Erubiel Durazo,Barry Zito,2,2
mcgwima01,youngcu01,7,0.7458582585333642,Mark McGwire,Curt Young,1,1
eckerde01,youngcu01,6,0.7458582585333642,Dennis Eckersley,Curt Young,1,1
cookry01,mossbr01,3,0.7451377871197986,Ryan Cook,Brandon Moss,5,5
cahiltr01,davisra01,2,0.7450781188353192,Trevor Cahill,Rajai Davis,2,2
gonzagi01,mccarbr01,1,0.7432432432432433,Gio Gonzalez,Brandon McCarthy,2,5
johnsda06,swishni01,3,0.7431005352049989,Dan Johnson,Nick Swisher,2,2
langesh01,searsjp01,3,0.7423444701196236,Shea Langeliers,JP Sears,4,4
gonzagi01,suzukku01,4,0.7420537597488597,Gio Gonzalez,Kurt Suzuki,2,2
greendi01,rudijo01,7,0.7415826074909797,Dick Green,Joe Rudi,3,3
weisswa01,welchbo01,5,0.7392925295929635,Walt Weiss,Bob Welch,1,1
bluevi01,torremi01,2,0.7384813284478055,Vida Blue,Mike Torrez,3,3
byrneer01,crosbbo01,3,0.7347399698363508,Eric Byrnes,Bobby Crosby,2,2
rogerke01,stairma01,2,0.7343533372945138,Kenny Rogers,Matt Stairs,2,2
honeyri01,steinte01,8,0.7342307739485416,Rick Honeycutt,Terry Steinbach,1,1
fiersmi01,hendrli01,3,0.7338170520655194,Mike Fiers,Liam Hendriks,4,4
duchsju01,zieglbr01,2,0.733490862697885,Justin Duchscherer,Brad Ziegler,2,2
henderi01,wittbo01,3,0.7332547894682923,Rickey Henderson,Bobby Witt,1,1
harderi01,zieglbr01,2,0.7323164748907324,Rich Harden,Brad Ziegler,2,2
norrimi01,reverda01,4,0.7318670997534535,Mike Norris,Dave Revering,1,1
ellisma01,pennicl01,4,0.7291975011782872,Mark Ellis,Cliff Pennington,2,5
fingero01,greendi01,7,0.7290756013979387,Rollie Fingers,Dick Green,3,3
anderbr04,zieglbr01,3,0.7276243190637965,Brett Anderson,Brad Ziegler,2,2
cahiltr01,zieglbr01,3,0.7276243190637965,Trevor Cahill,Brad Ziegler,2,2
essiaji01,reverda01,3,0.7271136257921093,Jim Essian,Dave Revering,1,1
ellisma01,gaudich01,4,0.7266596115678513,Mark Ellis,Chad Gaudin,2,2
ellisma01,gonzagi01,4,0.7264801098739394,Mark Ellis,Gio Gonzalez,2,2
crispco01,ellisma01,2,0.7264801098739394,Coco Crisp,Mark Ellis,5,2
keougma02,murphdw01,6,0.7257739660772674,Matt Keough,Dwayne Murphy,1,1
grievbe01,heredgi01,3,0.725691062637697,Ben Grieve,Gil Heredia,2,2
blackpa01,searsjp01,3,0.7254243851787546,Paul Blackburn,JP Sears,4,4
hannaja01,zieglbr01,2,0.7235256134309083,Jack Hannahan,Brad Ziegler,2,2
fiersmi01,petityu01,4,0.7232526542617392,Mike Fiers,Yusmeiro Petit,4,4
harderi01,swishni01,4,0.7231785116218874,Rich Harden,Nick Swisher,2,2
gatesbr01,neeltr01,2,0.7222423281875928,Brent Gates,Troy Neel,1,1
bartoda02,gonzagi01,4,0.7216894753192393,Daric Barton,Gio Gonzalez,2,2
durazer01,harderi01,3,0.7185382962971952,Erubiel Durazo,Rich Harden,2,2
heredgi01,velarra01,2,0.7180568572321149,Gil Heredia,Randy Velarde,2,2
kempto01,laurera01,4,0.7163315216516872,Tony Kemp,Ramon Laureano,4,4
swishni01,thomafr04,1,0.7159090909090908,Nick Swisher,Frank Thomas,2,2
thomafr04,zitoba01,1,0.7159090909090908,Frank Thomas,Barry Zito,2,2
kendaja01,thomafr04,1,0.7159090909090908,Jason Kendall,Frank Thomas,2,2
harenda01,thomafr04,1,0.7159090909090908,Dan Haren,Frank Thomas,2,2
davismi02,henderi01,5,0.7150619489799975,Mike Davis,Rickey Henderson,1,1
duchsju01,saarlki01,4,0.7137909506324339,Justin Duchscherer,Kirk Saarloos,2,2
harderi01,saarlki01,4,0.7137909506324339,Rich Harden,Kirk Saarloos,2,2
saarlki01,zitoba01,3,0.7137909506324339,Kirk Saarloos,Barry Zito,2,2
chaveer01,saarlki01,4,0.7137909506324339,Eric Chavez,Kirk Saarloos,2,2
campabe01,washicl01,3,0.7119728656366934,Bert Campaneris,Claudell Washington,3,3
polonlu01,steinte01,3,0.7114889903958039,Luis Polonia,Terry Steinbach,1,1
manaese01,reddijo01,1,0.7096774193548386,Sean Manaea,Josh Reddick,4,5
daviskh01,reddijo01,1,0.7096774193548386,Khris Davis,Josh Reddick,4,5
grosswa01,keougma02,7,0.7087435130319629,Wayne Gross,Matt Keough,1,1
custja01,duchsju01,3,0.7087383874503603,Jack Cust,Justin Duchscherer,2,2
bordimi01,eckerde01,6,0.7079393570290584,Mike Bordick,Dennis Eckersley,1,1
brownse01,laurera01,5,0.7060865673451132,Seth Brown,Ramon Laureano,4,4
hendrli01,petityu01,3,0.7060314579801654,Liam Hendriks,Yusmeiro Petit,4,4
johnsjo04,reverda01,2,0.7055452189514253,John Henry Johnson,Dave Revering,1,1
manaese01,petityu01,4,0.7054234437500739,Sean Manaea,Yusmeiro Petit,4,4
balfogr01,colonba01,2,0.7053547733359068,Grant Balfour,Bartolo Colon,5,5
balfogr01,reddijo01,2,0.7053547733359068,Grant Balfour,Josh Reddick,5,5
balfogr01,cookry01,2,0.7053547733359068,Grant Balfour,Ryan Cook,5,5
balfogr01,parkeja02,2,0.7053547733359068,Grant Balfour,Jarrod Parker,5,5
rudijo01,washicl01,3,0.7045323894462171,Joe Rudi,Claudell Washington,3,3
bassich01,semiema01,5,0.7021664841706436,Chris Bassitt,Marcus Semien,4,4
bailean01,zieglbr01,3,0.7005972920367696,Andrew Bailey,Brad Ziegler,2,2
irvinco01,montafr01,2,0.7003551496702182,Cole Irvin,Frankie Montas,4,4
petityu01,semiema01,3,0.6994647422770135,Yusmeiro Petit,Marcus Semien,4,4
murphdw01,reverda01,4,0.6973546530065301,Dwayne Murphy,Dave Revering,1,1
mcgwima01,stairma01,2,0.6962732919254658,Mark McGwire,Matt Stairs,1,2
duchsju01,swishni01,4,0.6960769520935495,Justin Duchscherer,Nick Swisher,2,2
fiersmi01,semiema01,3,0.6952242948587211,Mike Fiers,Marcus Semien,4,4
colemjo05,pagemi02,2,0.6940882007663853,Joe Coleman,Mitchell Page,1,1
colemjo05,laceybo01,2,0.6940882007663853,Joe Coleman,Bob Lacey,1,1
lansfca01,nelsoge01,6,0.6933265111397924,Carney Lansford,Gene Nelson,1,1
custja01,swishni01,1,0.6924686192468619,Jack Cust,Nick Swisher,2,2
custja01,harenda01,1,0.6924686192468619,Jack Cust,Dan Haren,2,2
blantjo01,custja01,2,0.6924686192468619,Joe Blanton,Jack Cust,2,2
ellisma01,thomafr04,2,0.6905265526552654,Mark Ellis,Frank Thomas,2,2
chaveer01,thomafr04,2,0.6902115211521153,Eric Chavez,Frank Thomas,2,2
bartoda02,davisra01,3,0.6900845760027751,Daric Barton,Rajai Davis,2,2
greendi01,tenacge01,6,0.6892094487348421,Dick Green,Gene Tenace,3,3
chaveer01,scutama01,4,0.6891907628711691,Eric Chavez,Marco Scutaro,2,2
bandosa01,torremi01,1,0.6889763779527559,Sal Bando,Mike Torrez,3,3
cahiltr01,sweenry01,3,0.6889271402705474,Trevor Cahill,Ryan Sweeney,2,2
crispco01,milonto01,3,0.6884015584444839,Coco Crisp,Tommy Milone,5,5
cespeyo01,milonto01,3,0.6884015584444839,Yoenis Cespedes,Tommy Milone,5,5
milonto01,mossbr01,3,0.6884015584444839,Tommy Milone,Brandon Moss,5,5
milonto01,reddijo01,3,0.6884015584444839,Tommy Milone,Josh Reddick,5,5
donaljo02,griffaj01,2,0.6881408477888489,Josh Donaldson,A. J. Griffin,5,5
armasto01,keougma02,6,0.6874436229758432,Tony Armas,Matt Keough,1,1
balfogr01,cespeyo01,2,0.6873989722309344,Grant Balfour,Yoenis Cespedes,5,5
davismi02,lopesda01,3,0.6860764417336208,Mike Davis,Davey Lopes,1,1
anderbr04,pennicl01,4,0.6849309869048779,Brett Anderson,Cliff Pennington,2,5
bluevi01,greendi01,6,0.6842994651014545,Vida Blue,Dick Green,3,3
chaveer01,heredgi01,4,0.6831083729961838,Eric Chavez,Gil Heredia,2,2
cookry01,griffaj01,2,0.6816931650944534,Ryan Cook,A. J. Griffin,5,5
harderi01,muldema01,2,0.6805636127528913,Rich Harden,Mark Mulder,2,2
balfogr01,mossbr01,2,0.6791538999734613,Grant Balfour,Brandon Moss,5,5
anderbr04,bartoda02,5,0.6767967728541078,Brett Anderson,Daric Barton,2,2
keougma02,norrimi01,7,0.6757952425677349,Matt Keough,Mike Norris,1,1
balfogr01,griffaj01,2,0.6747870877463871,Grant Balfour,A. J. Griffin,5,5
cahiltr01,custja01,2,0.6746528051763592,Trevor Cahill,Jack Cust,2,2
grantmu01,mondari01,2,0.6745906332302759,Mudcat Grant,Rick Monday,3,3
bordimi01,ontivst02,2,0.6738221874660134,Mike Bordick,Steve Ontiveros,1,1
langfri01,norrimi01,7,0.6726861816616444,Rick Langford,Mike Norris,1,1
giambja01,muldema01,2,0.6721973409948735,Jason Giambi,Mark Mulder,2,2
manaese01,murphse01,3,0.670207300737798,Sean Manaea,Sean Murphy,4,4
crispco01,norride01,3,0.6673906157235137,Coco Crisp,Derek Norris,5,5
nelsoge01,steinte01,6,0.6671695694898929,Gene Nelson,Terry Steinbach,1,1
fingero01,lindbpa01,8,0.6659565758455156,Rollie Fingers,Paul Lindblad,3,3
