playerID,yearID,bat_G,bat_AB,bat_R,bat_H,bat_2B,bat_3B,bat_HR,bat_RBI,bat_SB,bat_CS,bat_BB,bat_SO,bat_IBB,bat_HBP,bat_SH,bat_SF,bat_GIDP,pit_W,pit_L,pit_G,pit_GS,pit_CG,pit_SHO,pit_SV,pit_IPouts,pit_H,pit_ER,pit_HR,pit_BB,pit_SO,pit_BAOpp,pit_ERA,pit_IBB,pit_WP,pit_HBP,pit_BK,pit_BFP,pit_GF,pit_R,pit_SH,pit_SF,pit_GIDP,app_G_all,app_GS,app_G_batting,app_G_defense,app_G_p,app_G_c,app_G_1b,app_G_2b,app_G_3b,app_G_ss,app_G_lf,app_G_cf,app_G_rf,app_G_of,app_G_dh,app_G_ph,app_G_pr,fld_G,fld_GS,fld_InnOuts,fld_PO,fld_A,fld_E,fld_DP,primary_pos,bat_PA_est,bat_TB_est,pit_IP,bat_pa_norm,bat_g_norm,bat_tb_norm,pit_ip_norm,pit_g_norm,pit_gs_norm,pit_sv_norm,app_g_norm,app_gs_norm,fld_g_norm,hitter_component,pitcher_component,fielding_component,raw_core_score,core_score,primary_role,player_name,core_rank,is_top_10_core,bwar,batting_bwar,pitching_bwar,bwar_positive,war_score,metric_score,metric_source,war_rank,metric_rank,is_top_10_war,is_top_10_metric
bandosa01,1971,153,538,75,146,23,1,24,94.0,3.0,7.0,86,55.0,11.0,8.0,6.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,153.0,153.0,153.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,153.0,4104.0,141.0,267.0,12.0,22.0,3B,643.0,243,0.0,1.0,1.0,0.84375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9843749999999999,0.0,1.0,0.9843749999999999,0.9893317654396283,Hitter,Sal Bando,2,True,6.4,6.4,0.0,6.4,0.7511737089201879,0.7511737089201879,Baseball-Reference bWAR,3,3,True,True
hunteca01,1971,38,103,14,36,1,1,1,12.0,1.0,0.0,2,11.0,0.0,0.0,4.0,0.0,3.0,21.0,11.0,37.0,37.0,16.0,4.0,0.0,821.0,225.0,90.0,27.0,80.0,181.0,0.223,2.96,7.0,2.0,4.0,0.0,1109.0,0.0,103.0,9.0,6.0,0.0,38,37.0,38.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,37.0,822.0,15.0,26.0,0.0,1.0,P,109.0,42,273.6666666666667,0.16951788491446346,0.24836601307189543,0.14583333333333334,0.8771367521367522,0.7708333333333334,0.9487179487179487,0.0,0.24836601307189543,0.24183006535947713,0.24183006535947713,0.18291905538783684,0.7824572649572651,0.24588235294117647,0.7824572649572651,0.7863972848977616,Pitcher,Catfish Hunter,7,True,4.2,1.55,2.65,4.2,0.4929577464788733,0.4929577464788733,Baseball-Reference bWAR,4,4,True,True
campabe01,1971,134,569,80,143,18,4,5,47.0,34.0,7.0,29,64.0,1.0,2.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,131.0,134.0,133.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,133.0,131.0,3486.0,231.0,399.0,26.0,85.0,SS,609.0,184,0.0,0.9471228615863142,0.8758169934640523,0.6388888888888888,0.0,0.0,0.0,0.0,0.8758169934640523,0.8562091503267973,0.869281045751634,0.9020382906921193,0.0,0.8696732026143791,0.9020382906921193,0.9065804542217946,Hitter,Bert Campaneris,3,True,3.31,3.31,0.0,3.31,0.3884976525821596,0.3884976525821596,Baseball-Reference bWAR,5,5,True,True
rudijo01,1971,127,513,62,137,23,4,10,52.0,3.0,2.0,28,62.0,2.0,1.0,10.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,121.0,127.0,124.0,0.0,0.0,5.0,0.0,0.0,0.0,115.0,0.0,9.0,121.0,0.0,3.0,0.0,126.0,121.0,3276.0,280.0,7.0,2.0,1.0,OF,556.0,198,0.0,0.864696734059098,0.8300653594771242,0.6875,0.0,0.0,0.0,0.0,0.8300653594771242,0.7908496732026143,0.8235294117647058,0.8400507857367935,0.0,0.8184313725490198,0.8400507857367935,0.8442808146406897,Hitter,Joe Rudi,6,True,2.3,2.3,0.0,2.3,0.2699530516431925,0.2699530516431925,Baseball-Reference bWAR,6,6,True,True
mondari01,1971,116,355,53,87,9,3,18,56.0,6.0,9.0,49,93.0,5.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,95.0,116.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,111.0,0.0,8.0,0.0,111.0,95.0,2679.0,238.0,6.0,4.0,1.0,OF,409.0,156,0.0,0.6360808709175739,0.7581699346405228,0.5416666666666666,0.0,0.0,0.0,0.0,0.7581699346405228,0.6209150326797386,0.7254901960784313,0.651057263237073,0.0,0.7164705882352941,0.651057263237073,0.6543356257936521,Hitter,Rick Monday,8,True,2.27,2.27,0.0,2.27,0.2664319248826291,0.2664319248826291,Baseball-Reference bWAR,7,7,True,True
tenacge01,1971,65,179,26,49,7,0,7,25.0,2.0,1.0,29,34.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,46.0,65.0,53.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,53.0,46.0,1308.0,300.0,20.0,2.0,3.0,C,211.0,77,0.0,0.328149300155521,0.42483660130718953,0.2673611111111111,0.0,0.0,0.0,0.0,0.42483660130718953,0.3006535947712418,0.3464052287581699,0.34140794148141373,0.0,0.38222222222222224,0.34400000000000003,0.3457321928241089,Hitter,Gene Tenace,18,False,2.22,2.22,0.0,2.22,0.2605633802816902,0.2605633802816902,Baseball-Reference bWAR,8,8,True,True
duncada01,1971,103,363,39,92,13,1,15,40.0,1.0,1.0,28,77.0,2.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,102.0,103.0,102.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,102.0,2721.0,678.0,41.0,12.0,3.0,C,398.0,152,0.0,0.6189735614307932,0.673202614379085,0.5277777777777778,0.0,0.0,0.0,0.0,0.673202614379085,0.6666666666666666,0.6666666666666666,0.62069979365515,0.0,0.670718954248366,0.62069979365515,0.6238252928658922,Hitter,Dave Duncan,10,True,1.94,1.94,0.0,1.94,0.22769953051643194,0.22769953051643194,Baseball-Reference bWAR,9,9,True,True
greendi01,1971,144,475,58,116,14,1,12,49.0,1.0,1.0,51,83.0,14.0,3.0,6.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,142.0,144.0,143.0,0.0,0.0,0.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,142.0,3816.0,366.0,384.0,11.0,98.0,2B,538.0,168,0.0,0.8367029548989113,0.9411764705882353,0.5833333333333334,0.0,0.0,0.0,0.0,0.9411764705882353,0.9281045751633987,0.9411764705882353,0.8322606958802183,0.0,0.9375163398692811,0.843764705882353,0.8480134360241138,Hitter,Dick Green,5,True,1.83,1.83,0.0,1.83,0.21478873239436622,0.21478873239436622,Baseball-Reference bWAR,10,10,True,True
fingero01,1971,48,33,4,7,0,0,0,0.0,0.0,0.0,1,7.0,0.0,0.0,5.0,0.0,0.0,4.0,6.0,48.0,8.0,2.0,1.0,17.0,388.0,94.0,43.0,14.0,30.0,98.0,0.207,2.99,3.0,1.0,8.0,0.0,503.0,28.0,46.0,7.0,3.0,0.0,48,8.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,387.0,14.0,24.0,0.0,4.0,P,39.0,7,129.33333333333334,0.060653188180404355,0.3137254901960784,0.024305555555555556,0.41452991452991456,1.0,0.20512820512820512,1.0,0.3137254901960784,0.05228758169934641,0.3137254901960784,0.10763288532105429,0.5428632478632479,0.24052287581699347,0.5428632478632479,0.5455968054865652,Pitcher,Rollie Fingers,12,False,1.8,0.19,1.61,1.8,0.21126760563380284,0.21126760563380284,Baseball-Reference bWAR,11,11,False,False
davisto02,1971,79,219,26,71,8,1,3,42.0,7.0,1.0,15,19.0,1.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,45.0,79.0,54.0,0.0,0.0,35.0,3.0,2.0,0.0,16.0,0.0,0.0,16.0,0.0,32.0,0.0,56.0,45.0,1212.0,275.0,37.0,5.0,24.0,1B,238.0,90,0.0,0.3701399688958009,0.5163398692810458,0.3125,0.0,0.0,0.0,0.0,0.5163398692810458,0.29411764705882354,0.3660130718954248,0.3936159520832698,0.0,0.4390849673202615,0.39517647058823535,0.39716635967721675,Hitter,Tommy Davis,16,False,1.8,1.8,0.0,1.8,0.21126760563380284,0.21126760563380284,Baseball-Reference bWAR,12,12,False,False
epstemi01,1971,104,329,43,77,13,0,18,51.0,0.0,3.0,62,71.0,5.0,8.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,95.0,104.0,96.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,96.0,95.0,2361.0,714.0,52.0,4.0,93.0,1B,402.0,144,0.0,0.6251944012441679,0.6797385620915033,0.5,0.0,0.0,0.0,0.0,0.6797385620915033,0.6209150326797386,0.6274509803921569,0.6235837932892182,0.0,0.6580392156862745,0.6235837932892182,0.6267238147193525,Hitter,Mike Epstein,9,True,1.41,1.41,0.0,1.41,0.16549295774647887,0.16549295774647887,Baseball-Reference bWAR,13,13,False,False
seguidi01,1971,26,47,5,4,0,0,1,3.0,0.0,0.0,2,32.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,26.0,21.0,5.0,0.0,0.0,439.0,122.0,51.0,13.0,63.0,81.0,0.229,3.14,4.0,2.0,4.0,1.0,608.0,0.0,59.0,8.0,1.0,0.0,26,21.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,438.0,11.0,20.0,1.0,0.0,P,50.0,7,146.33333333333334,0.07776049766718507,0.16993464052287582,0.024305555555555556,0.46901709401709407,0.5416666666666666,0.5384615384615384,0.0,0.16993464052287582,0.13725490196078433,0.16993464052287582,0.09084983202716028,0.4469978632478633,0.16078431372549018,0.4469978632478633,0.4492486960708573,Pitcher,Diego Segui,15,False,0.92,-0.17,1.09,0.92,0.107981220657277,0.107981220657277,Baseball-Reference bWAR,14,14,False,False
minchdo01,1971,28,92,9,22,6,1,2,8.0,1.0,1.0,20,14.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,26.0,28.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,26.0,696.0,202.0,23.0,1.0,11.0,1B,113.0,36,0.0,0.17573872472783825,0.1830065359477124,0.125,0.0,0.0,0.0,0.0,0.1830065359477124,0.16993464052287582,0.17647058823529413,0.17211841449902926,0.0,0.17869281045751634,0.17211841449902926,0.17298510718069268,Hitter,Don Mincher,26,False,0.74,0.74,0.0,0.74,0.08685446009389672,0.08685446009389672,Baseball-Reference bWAR,15,15,False,False
manguan01,1971,94,287,32,82,8,1,4,30.0,1.0,4.0,17,27.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,69.0,94.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,57.0,9.0,81.0,0.0,17.0,0.0,81.0,69.0,1881.0,163.0,3.0,2.0,1.0,OF,307.0,104,0.0,0.4774494556765163,0.6143790849673203,0.3611111111111111,0.0,0.0,0.0,0.0,0.6143790849673203,0.45098039215686275,0.5294117647058824,0.49320154707813657,0.0,0.5601307189542484,0.5041176470588236,0.5066561033691199,Hitter,Angel Mangual,13,False,0.73,0.73,0.0,0.73,0.08568075117370892,0.08568075117370892,Baseball-Reference bWAR,16,16,False,False
blefacu01,1971,50,101,15,22,2,0,5,12.0,0.0,1.0,15,15.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,20.0,50.0,34.0,0.0,14.0,0.0,2.0,5.0,0.0,8.0,0.0,6.0,14.0,0.0,22.0,1.0,35.0,20.0,651.0,88.0,19.0,3.0,0.0,C,118.0,39,0.0,0.18351477449455678,0.32679738562091504,0.13541666666666666,0.0,0.0,0.0,0.0,0.32679738562091504,0.13071895424836602,0.22875816993464052,0.2073614859370394,0.0,0.26209150326797387,0.2358823529411765,0.23707012538041666,Hitter,Curt Blefary,22,False,0.64,0.64,0.0,0.64,0.07511737089201878,0.07511737089201878,Baseball-Reference bWAR,17,17,False,False
grantmu01,1971,15,3,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,3.0,82.0,25.0,6.0,3.0,6.0,13.0,0.243,1.98,0.0,0.0,0.0,0.0,111.0,9.0,9.0,2.0,0.0,0.0,15,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,81.0,2.0,4.0,0.0,0.0,P,5.0,1,27.333333333333332,0.007776049766718507,0.09803921568627451,0.003472222222222222,0.0876068376068376,0.3125,0.0,0.17647058823529413,0.09803921568627451,0.0,0.09803921568627451,0.025398300196180078,0.12208081950729009,0.07058823529411765,0.12208081950729009,0.12269555066866177,Pitcher,Mudcat Grant,27,False,0.39999999999999997,0.05,0.35,0.39999999999999997,0.046948356807511735,0.046948356807511735,Baseball-Reference bWAR,18,18,False,False
lockebo02,1971,47,6,1,0,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,47.0,0.0,0.0,0.0,6.0,217.0,68.0,23.0,2.0,19.0,46.0,0.249,2.86,9.0,3.0,1.0,1.0,300.0,22.0,28.0,5.0,2.0,0.0,47,0.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,216.0,3.0,20.0,2.0,0.0,P,7.0,0,72.33333333333333,0.01088646967340591,0.30718954248366015,0.0,0.23183760683760682,0.9791666666666666,0.0,0.35294117647058826,0.30718954248366015,0.0,0.30718954248366015,0.06905843726811617,0.3390548014077426,0.2211764705882353,0.3390548014077426,0.34076209296000465,Pitcher,Bob Locker,19,False,0.32,0.04,0.28,0.32,0.03755868544600939,0.03755868544600939,Baseball-Reference bWAR,19,19,False,False
anderdw01,1971,16,37,3,10,2,1,0,3.0,0.0,1.0,5,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9.0,16.0,14.0,0.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,9.0,276.0,20.0,26.0,4.0,4.0,SS,43.0,14,0.0,0.06687402799377916,0.10457516339869281,0.04861111111111111,0.0,0.0,0.0,0.0,0.10457516339869281,0.058823529411764705,0.10457516339869281,0.07258796338649508,0.0,0.09176470588235296,0.08258823529411766,0.08300410374915337,Hitter,Dwain Anderson,30,False,0.31,0.31,0.0,0.31,0.0363849765258216,0.0363849765258216,Baseball-Reference bWAR,20,20,False,False
gardnro01,1971,4,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,23.0,8.0,2.0,1.0,3.0,5.0,0.267,2.35,0.0,0.0,0.0,0.0,34.0,1.0,2.0,1.0,0.0,0.0,4,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,24.0,1.0,2.0,0.0,0.0,P,2.0,1,7.666666666666667,0.003110419906687403,0.026143790849673203,0.003472222222222222,0.024572649572649572,0.08333333333333333,0.02564102564102564,0.0,0.026143790849673203,0.006535947712418301,0.026143790849673203,0.007753274326838045,0.032873931623931624,0.02065359477124183,0.032873931623931624,0.033039466474103774,Pitcher,Rob Gardner,33,False,0.21000000000000002,0.04,0.17,0.21000000000000002,0.024647887323943664,0.024647887323943664,Baseball-Reference bWAR,21,21,False,False
dobsoch01,1971,30,66,9,13,5,0,0,8.0,0.0,0.0,3,9.0,0.0,0.0,5.0,2.0,1.0,15.0,5.0,30.0,30.0,7.0,1.0,0.0,567.0,185.0,80.0,24.0,71.0,100.0,0.259,3.81,6.0,6.0,1.0,0.0,796.0,0.0,84.0,7.0,4.0,0.0,30,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,567.0,15.0,30.0,0.0,2.0,P,76.0,18,189.0,0.1181959564541213,0.19607843137254902,0.0625,0.6057692307692307,0.625,0.7692307692307693,0.0,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.1282028557923947,0.5764423076923076,0.19607843137254904,0.5764423076923076,0.5793449507995674,Pitcher,Chuck Dobson,11,False,0.2,0.28,-0.08,0.2,0.02347417840375587,0.02347417840375587,Baseball-Reference bWAR,22,22,False,False
klimkro01,1971,26,5,0,2,0,0,0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,2.0,136.0,37.0,17.0,3.0,23.0,25.0,0.22,3.38,8.0,3.0,1.0,0.0,195.0,11.0,19.0,2.0,1.0,0.0,26,0.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,135.0,9.0,8.0,1.0,1.0,P,6.0,2,45.333333333333336,0.00933125972006221,0.16993464052287582,0.006944444444444444,0.1452991452991453,0.5416666666666666,0.0,0.11764705882352941,0.16993464052287582,0.0,0.16993464052287582,0.04121325435306315,0.18917923579688284,0.12235294117647058,0.18917923579688284,0.1901318372931554,Pitcher,Ron Klimkowski,25,False,0.18000000000000002,0.14,0.04,0.18000000000000002,0.021126760563380285,0.021126760563380285,Baseball-Reference bWAR,23,23,False,False
rolanji01,1971,31,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,31.0,0.0,0.0,0.0,1.0,136.0,34.0,16.0,4.0,19.0,30.0,0.214,3.18,3.0,3.0,5.0,1.0,190.0,7.0,18.0,3.0,4.0,0.0,31,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,135.0,0.0,6.0,0.0,0.0,P,4.0,0,45.333333333333336,0.006220839813374806,0.20261437908496732,0.0,0.1452991452991453,0.6458333333333334,0.0,0.058823529411764705,0.20261437908496732,0.0,0.20261437908496732,0.044877463686355826,0.2020468828557064,0.1458823529411765,0.2020468828557064,0.20306427867145121,Pitcher,Jim Roland,24,False,0.16999999999999998,-0.07,0.24,0.16999999999999998,0.01995305164319249,0.01995305164319249,Baseball-Reference bWAR,24,24,False,False
aloufe01,1971,2,8,0,2,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,51.0,7.0,0.0,0.0,0.0,OF,9.0,3,0.0,0.013996889580093312,0.013071895424836602,0.010416666666666666,0.0,0.0,0.0,0.0,0.013071895424836602,0.013071895424836602,0.013071895424836602,0.013453868457699306,0.0,0.013071895424836602,0.013453868457699306,0.013521614662347362,Hitter,Felipe Alou,38,False,0.09,0.09,0.0,0.09,0.01056338028169014,0.01056338028169014,Baseball-Reference bWAR,25,25,False,False
fernafr01,1971,4,9,1,1,1,0,0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,132.0,11.0,1.0,0.0,0.0,C,10.0,2,0.0,0.015552099533437015,0.026143790849673203,0.006944444444444444,0.0,0.0,0.0,0.0,0.026143790849673203,0.013071895424836602,0.0196078431372549,0.016809672287785,0.0,0.021830065359477124,0.019647058823529413,0.01974599049303221,Hitter,Frank Fernandez,37,False,0.07,0.07,0.0,0.07,0.008215962441314555,0.008215962441314555,Baseball-Reference bWAR,26,26,False,False
hovlest01,1971,24,27,3,3,2,0,0,3.0,2.0,0.0,7,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,11.0,0.0,15.0,1.0,11.0,4.0,147.0,15.0,1.0,0.0,0.0,OF,36.0,5,0.0,0.05598755832037325,0.1568627450980392,0.017361111111111112,0.0,0.0,0.0,0.0,0.1568627450980392,0.026143790849673203,0.0718954248366013,0.07229995095498022,0.0,0.11176470588235295,0.10058823529411766,0.10109474174576372,Hitter,Steve Hovley,28,False,0.05,0.05,0.0,0.05,0.005868544600938968,0.005868544600938968,Baseball-Reference bWAR,27,27,False,False
clarkro02,1971,2,1,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0.0,0.003110419906687403,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.004791673019648502,0.0,0.008104575163398693,0.007294117647058824,0.007330846769868246,Hitter,Ron Clark,39,False,0.01,0.01,0.0,0.01,0.0011737089201877935,0.0011737089201877935,Baseball-Reference bWAR,28,28,False,False
odombl01,1971,37,50,8,8,0,1,1,1.0,0.0,0.0,2,24.0,0.0,0.0,1.0,0.0,1.0,10.0,12.0,25.0,25.0,3.0,1.0,0.0,422.0,147.0,67.0,13.0,71.0,69.0,0.271,4.29,7.0,6.0,0.0,0.0,630.0,0.0,78.0,10.0,6.0,0.0,37,25.0,37.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,25.0,423.0,15.0,19.0,6.0,3.0,P,53.0,13,140.66666666666666,0.08242612752721618,0.24183006535947713,0.04513888888888889,0.4508547008547008,0.5208333333333334,0.6410256410256411,0.0,0.24183006535947713,0.16339869281045752,0.16339869281045752,0.11057819122983563,0.45069444444444445,0.21202614379084966,0.45069444444444445,0.4529638911959921,Pitcher,Blue Moon Odom,14,False,-1.0899999999999999,0.1,-1.19,0.0,0.0,0.0,Baseball-Reference bWAR,40,29,False,False
brownla01,1971,70,189,14,37,2,1,1,9.0,1.0,2.0,7,19.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,45.0,70.0,62.0,0.0,0.0,0.0,23.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,64.0,45.0,1320.0,82.0,141.0,6.0,31.0,SS,200.0,44,0.0,0.3110419906687403,0.45751633986928103,0.1527777777777778,0.0,0.0,0.0,0.0,0.45751633986928103,0.29411764705882354,0.41830065359477125,0.32451043921975214,0.0,0.407843137254902,0.3670588235294118,0.36890712777401496,Hitter,Larry Brown,17,False,-0.21,-0.21,0.0,0.0,0.0,0.0,Baseball-Reference bWAR,35,30,False,False
knowlda01,1971,43,8,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,43.0,0.0,0.0,0.0,7.0,158.0,40.0,21.0,3.0,16.0,40.0,0.221,3.59,4.0,0.0,3.0,0.0,207.0,21.0,22.0,3.0,4.0,0.0,43,0.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,159.0,1.0,15.0,1.0,0.0,P,9.0,1,52.666666666666664,0.013996889580093312,0.28104575163398693,0.003472222222222222,0.1688034188034188,0.8958333333333334,0.0,0.4117647058823529,0.28104575163398693,0.0,0.28104575163398693,0.06635419525508493,0.29526835093011566,0.2023529411764706,0.29526835093011566,0.2967551582518238,Pitcher,Darold Knowles,20,False,-0.14,-0.05,-0.09,0.0,0.0,0.0,Baseball-Reference bWAR,32,31,False,False
