playerID,player_name,first_year,last_year,oak_seasons,total_core,max_core,avg_core,total_bwar,total_bwar_positive,max_bwar,total_metric_score,max_metric_score,total_pa,total_ip,peak_year,primary_role,primary_pos,peak_era_id,peak_bwar,peak_metric_score,overall_rank,community_id,layout_x,layout_y,community_label
kendaja01,Jason Kendall,2005,2007,3,2.3232580785785215,0.9356674044584411,0.7744193595261738,7.73,7.73,3.7,1.679717056325157,0.8409090909090908,1614.0,0.0,2006,Hitter,C,C04,3.7,0.8409090909090908,79,2,0.6904780518574856,0.2668663237021226,Eric Chavez / Tim Hudson / Barry Zito
kotsama01,Mark Kotsay,2004,2007,4,3.0488151680682,1.0,0.76220379201705,7.49,7.71,4.57,1.4841909600457843,0.8264014466546112,2086.0,0.0,2004,Hitter,OF,C04,4.57,0.8264014466546112,80,2,0.6281491094534799,0.3361859106106418,Eric Chavez / Tim Hudson / Barry Zito
heredgi01,Gil Heredia,1998,2001,4,2.169502382553422,0.7994813650617073,0.5423755956383555,7.4,7.7,3.44,1.1001617141702043,0.44329896907216493,14.0,551.3333333333334,2000,Pitcher,P,C04,3.44,0.44329896907216493,81,2,0.5655810390720998,0.3317453531243944,Eric Chavez / Tim Hudson / Barry Zito
brosisc01,Scott Brosius,1991,1997,7,3.929432275993161,0.8666742277257886,0.561347467999023,7.42,7.55,5.31,1.3168007109582793,0.8245341614906831,2227.0,0.0,1996,Hitter,3B,C03,5.31,0.8245341614906831,82,1,0.4798177302075358,0.10807466272278099,Rickey Henderson / Mark McGwire / Dwayne Murphy
stairma01,Matt Stairs,1996,2000,5,3.692908228950193,0.9042213235447731,0.7385816457900386,7.44,7.540000000000001,3.39,1.4306266292199796,0.6,2346.0,0.0,1997,Hitter,OF,C03,1.86,0.6,83,2,0.5117295784486461,0.3221222040847927,Eric Chavez / Tim Hudson / Barry Zito
rookebr01,Brent Rooker,2023,2024,2,1.969867656893601,1.0,0.9849338284468006,7.54,7.54,5.55,1.6862068965517243,1.0,1140.0,0.0,2024,Hitter,OF,C07,5.55,1.0,84,4,0.98,0.7373667593986882,Matt Chapman / Marcus Semien / Matt Olson
vogtst01,Stephen Vogt,2013,2022,6,3.0760000961353064,0.8581421485573895,0.5126666826892178,6.27,7.3999999999999995,3.55,1.50815867553613,0.6574074074074073,1843.0,0.0,2015,Hitter,C,C06,3.55,0.6574074074074073,85,5,0.8647450925631222,0.926695274832704,Josh Reddick / Josh Donaldson / Coco Crisp
youngcu01,Curt Young,1983,1993,10,3.9127153362145233,0.8386551444774508,0.39127153362145234,3.7800000000000002,7.08,2.5,1.3661808878112174,0.4835589941972921,1.0,1039.3333333333333,1987,Pitcher,P,C03,2.5,0.4835589941972921,86,1,0.3296185643353909,0.09996397874491848,Rickey Henderson / Mark McGwire / Dwayne Murphy
pennicl01,Cliff Pennington,2008,2012,5,3.174153226094176,0.9919221819745246,0.6348306452188351,6.549999999999999,7.079999999999999,4.47,1.3857171716107322,0.8112522686025408,1954.0,0.0,2010,Hitter,SS,C05,4.47,0.8112522686025408,87,5,0.7732938573651001,0.9050374418479711,Josh Reddick / Josh Donaldson / Coco Crisp
reverda01,Dave Revering,1978,1981,4,2.742511543378785,0.9660614015770628,0.6856278858446962,6.99,6.99,3.64,1.3113157135421136,0.43316831683168316,1578.0,0.0,1979,Hitter,1B,C02,1.75,0.43316831683168316,88,1,0.17661043397695667,0.12533136784630627,Rickey Henderson / Mark McGwire / Dwayne Murphy
mossbr01,Brandon Moss,2012,2014,3,2.114066623133325,0.8493099830787475,0.704688874377775,6.9,6.9,2.63,1.1366825193948635,0.4650655021834061,1381.0,0.0,2012,Hitter,1B,C06,2.13,0.4650655021834061,89,5,0.8105770866142632,0.8757552137280011,Josh Reddick / Josh Donaldson / Coco Crisp
lidleco01,Cory Lidle,2001,2002,2,1.3382569895221061,0.6830372093023258,0.6691284947610531,6.9,6.9,3.48,0.8632219685965277,0.4894514767932489,4.0,380.0,2002,Pitcher,P,C04,3.48,0.4894514767932489,90,2,0.6330279327840442,0.3161389967144092,Eric Chavez / Tim Hudson / Barry Zito
blankla02,Lance Blankenship,1988,1993,6,2.471287973553496,0.7649724142034973,0.41188132892558266,6.699999999999999,6.83,3.6,1.1851954150384238,0.5581395348837209,1292.0,0.0,1992,Hitter,2B,C03,3.6,0.5581395348837209,91,1,0.4518573993630874,0.10641936453034155,Rickey Henderson / Mark McGwire / Dwayne Murphy
byrneer01,Eric Byrnes,2000,2005,6,2.4515185856661104,0.9461763497996621,0.4085864309443517,6.7,6.8100000000000005,3.4,1.116812022126263,0.6148282097649186,1465.0,0.0,2004,Hitter,OF,C04,3.4,0.6148282097649186,92,2,0.6700914186358365,0.3289503592628637,Eric Chavez / Tim Hudson / Barry Zito
davisra01,Rajai Davis,2008,2017,4,2.630872658861787,0.8403231934283149,0.6577181647154468,6.72,6.72,3.25,1.6572172771245497,0.8831521739130435,1528.0,0.0,2009,Hitter,OF,C05,3.25,0.8831521739130435,93,2,0.7529423926658627,0.32595765265018156,Eric Chavez / Tim Hudson / Barry Zito
washicl01,Claudell Washington,1974,1976,3,2.1075432220619583,0.9354406675286138,0.7025144073539861,6.66,6.66,4.91,0.978341913255741,0.730654761904762,1402.0,0.0,1975,Hitter,OF,C01,4.91,0.730654761904762,94,3,0.10435673386949504,0.520543195373156,Sal Bando / Reggie Jackson / Bert Campaneris
epstemi01,Mike Epstein,1971,1972,2,1.4713453593538168,0.8446215446344645,0.7356726796769084,6.65,6.65,5.24,1.02310343237823,0.8576104746317512,939.0,0.0,1972,Hitter,1B,C01,5.24,0.8576104746317512,95,3,0.0715728564347044,0.486671110347186,Sal Bando / Reggie Jackson / Bert Campaneris
bailean01,Andrew Bailey,2009,2011,3,1.2023260433915999,0.5233401962759047,0.4007753477972,6.4,6.4,3.68,1.5190153856215562,1.0,0.0,174.0,2009,Pitcher,P,C05,3.68,1.0,96,2,0.7513115786284301,0.2723063188569635,Eric Chavez / Tim Hudson / Barry Zito
graveke01,Kendall Graveman,2015,2018,4,2.004232011336364,0.8119918253414417,0.501058002834091,5.43,6.3100000000000005,3.41,1.7342047930283226,1.0,6.0,441.33333333333337,2016,Pitcher,P,C06,3.41,1.0,97,4,0.8645981935256921,0.7029967921181807,Matt Chapman / Marcus Semien / Matt Olson
bradeda01,Dallas Braden,2007,2011,5,2.0288412648898904,0.7546185442464513,0.4057682529779781,4.99,6.2700000000000005,2.8,1.4479388828324313,0.7608695652173912,6.0,491.3333333333333,2009,Pitcher,P,C05,2.8,0.7608695652173912,98,2,0.7232136985222208,0.27007286542970055,Eric Chavez / Tim Hudson / Barry Zito
hattesc01,Scott Hatteberg,2002,2005,4,3.3586834127031224,0.9516983031419626,0.8396708531757806,5.35,6.24,3.32,0.9283336906818344,0.46694796061884664,2351.0,0.0,2002,Hitter,1B,C04,3.32,0.46694796061884664,99,2,0.5825493266786164,0.27000158294860777,Eric Chavez / Tim Hudson / Barry Zito
sweenry01,Ryan Sweeney,2008,2011,4,2.685628606430698,0.8730877531590538,0.6714071516076745,6.22,6.22,2.98,1.5417037222765742,0.8097826086956521,1597.0,0.0,2009,Hitter,OF,C05,2.98,0.8097826086956521,100,2,0.7074808954008411,0.3368157794290026,Eric Chavez / Tim Hudson / Barry Zito
lindbpa01,Paul Lindblad,1968,1976,8,2.545903062978159,0.43602815113028776,0.3182378828722699,5.82,6.17,1.86,0.9098329267209193,0.2723214285714286,33.0,629.6666666666666,1975,Pitcher,P,C01,1.83,0.2723214285714286,101,3,0.1440248891924333,0.5069839736142857,Sal Bando / Reggie Jackson / Bert Campaneris
hendrli01,Liam Hendriks,2016,2020,5,1.9536957395787151,0.5322118750683734,0.39073914791574305,6.16,6.16,3.66,1.3781453296931885,0.6604651162790698,0.0,263.0,2020,Pitcher,P,C07,1.42,0.6604651162790698,102,4,0.9513223291140834,0.7176005023892736,Matt Chapman / Marcus Semien / Matt Olson
norride01,Derek Norris,2012,2014,3,1.5432202787337819,0.683924071725451,0.5144067595779273,6.15,6.15,3.16,0.9469295206226491,0.4553314121037464,982.0,0.0,2014,Hitter,C,C06,3.16,0.4553314121037464,103,5,0.8295744861421083,0.8695448917411372,Josh Reddick / Josh Donaldson / Coco Crisp
griffal01,Alfredo Griffin,1985,1987,3,2.732876027373418,0.9673073267486182,0.9109586757911393,6.14,6.14,3.43,1.3224854932301742,0.7795454545454545,1834.0,0.0,1986,Hitter,SS,C03,3.43,0.7795454545454545,104,1,0.3129991775261669,0.09511207312639153,Rickey Henderson / Mark McGwire / Dwayne Murphy
parkeja02,Jarrod Parker,2012,2013,2,1.5464212993296513,0.7928767605633805,0.7732106496648257,6.029999999999999,6.029999999999999,3.77,1.13529880093609,0.8231441048034934,7.0,378.33333333333337,2012,Pitcher,P,C06,3.77,0.8231441048034934,105,5,0.8017439078542838,0.8891584587112671,Josh Reddick / Josh Donaldson / Coco Crisp
duncada01,Dave Duncan,1968,1972,5,2.549181129093043,0.7170044172231761,0.5098362258186085,5.07,5.98,2.77,0.8871061232155858,0.453355155482815,1532.0,0.0,1972,Hitter,C,C01,2.77,0.453355155482815,106,3,0.044159702025574024,0.5064959726980878,Sal Bando / Reggie Jackson / Bert Campaneris
petityu01,Yusmeiro Petit,2018,2021,4,1.7266129478078651,0.5117546687926524,0.4316532369519663,5.950000000000001,5.950000000000001,2.4200000000000004,1.0691852026951483,0.39069767441860465,1.0,275.6666666666667,2020,Pitcher,P,C07,0.84,0.39069767441860465,107,4,0.9358866471806776,0.6878179561987794,Matt Chapman / Marcus Semien / Matt Olson
essiaji01,Jim Essian,1978,1984,4,2.151768774525899,0.6969862247055771,0.5379421936314748,5.83,5.83,2.32,1.3616200645157173,0.7785234899328858,1175.0,0.0,1978,Hitter,C,C02,2.32,0.7785234899328858,108,1,0.17194310184339,0.06483022195806964,Rickey Henderson / Mark McGwire / Dwayne Murphy
streehu01,Huston Street,2005,2008,4,1.730812520133923,0.4686861313868614,0.43270313003348077,5.82,5.82,2.9,1.2630805374674519,0.6016597510373444,0.0,269.0,2005,Pitcher,P,C04,2.9,0.6016597510373444,109,2,0.6460317396711731,0.31877231841936526,Eric Chavez / Tim Hudson / Barry Zito
nelsoge01,Gene Nelson,1987,1992,6,1.97789404059509,0.49347106751293074,0.32964900676584835,3.33,5.8100000000000005,2.27,0.826123291823897,0.28433268858800775,0.0,490.33333333333337,1987,Pitcher,P,C03,1.47,0.28433268858800775,110,1,0.3580540605875224,0.07350723795499822,Rickey Henderson / Mark McGwire / Dwayne Murphy
balfogr01,Grant Balfour,2011,2013,3,1.2814911484144345,0.49614035087719305,0.4271637161381448,5.81,5.81,2.25,1.1580574760386095,0.4912663755458515,1.0,199.33333333333334,2012,Pitcher,P,C06,2.25,0.4912663755458515,111,5,0.7910239303916848,0.8881382534980398,Josh Reddick / Josh Donaldson / Coco Crisp
zieglbr01,Brad Ziegler,2008,2011,4,1.32414887730464,0.4216391004658618,0.33103721932616,5.8,5.8,2.78,1.4157431309449846,0.6881188118811881,0.0,231.33333333333331,2008,Pitcher,P,C04,2.78,0.6881188118811881,112,2,0.7110817229681273,0.29123763266339375,Eric Chavez / Tim Hudson / Barry Zito
treinbl01,Blake Treinen,2017,2019,3,1.2223809714669165,0.5549290405140298,0.4074603238223055,5.64,5.8,4.37,1.0087443591164598,0.588156123822342,0.0,177.0,2018,Pitcher,P,C07,4.37,0.588156123822342,113,4,0.8674408501790632,0.7329385846027728,Matt Chapman / Marcus Semien / Matt Olson
grievbe01,Ben Grieve,1997,2000,4,2.99297023327558,1.0,0.748242558318895,5.78,5.78,2.35,0.8270020855805985,0.3028350515463918,2019.0,0.0,2000,Hitter,OF,C04,2.35,0.3028350515463918,114,2,0.5576679796188728,0.3310879442185601,Eric Chavez / Tim Hudson / Barry Zito
corsiji01,Jim Corsi,1988,1996,5,1.0873869526416926,0.40984107685176857,0.21747739052833853,5.57,5.57,1.85,0.9363614215325811,0.28726708074534163,0.0,222.33333333333334,1996,Pitcher,P,C03,1.85,0.28726708074534163,115,1,0.48675493403087716,0.08475774147600348,Rickey Henderson / Mark McGwire / Dwayne Murphy
torremi01,Mike Torrez,1976,1984,3,0.8624788292352835,0.7684565696823177,0.2874929430784278,5.33,5.55,5.25,0.7384813284478055,0.6889763779527559,0.0,295.0,1976,Pitcher,P,C01,5.25,0.6889763779527559,116,3,0.1682207829107745,0.47187697088447794,Sal Bando / Reggie Jackson / Bert Campaneris
mccarbr01,Brandon McCarthy,2011,2012,2,1.1247258259794857,0.6615003590864466,0.5623629129897428,5.39,5.39,3.3,1.199575120972501,0.7432432432432433,0.0,281.66666666666663,2011,Pitcher,P,C05,3.3,0.7432432432432433,117,5,0.7868481532770488,0.9285301932287473,Josh Reddick / Josh Donaldson / Coco Crisp
searsjp01,JP Sears,2022,2024,3,1.866277455462059,0.8352000000000002,0.6220924851540196,5.38,5.38,2.9,1.4684191040355425,1.0,0.0,401.0,2023,Pitcher,P,C07,2.9,1.0,118,4,0.98,0.7007738780261189,Matt Chapman / Marcus Semien / Matt Olson
lopesda01,Davey Lopes,1982,1984,3,2.1258436784140113,0.9305308124355971,0.7086145594713371,5.3100000000000005,5.3100000000000005,2.81,0.8002440193909247,0.4072463768115942,1324.0,0.0,1983,Hitter,2B,C02,2.81,0.4072463768115942,119,1,0.25679396246743047,0.10432461860864997,Rickey Henderson / Mark McGwire / Dwayne Murphy
burnsto02,Todd Burns,1988,1991,4,1.0657494250769397,0.38298393647416484,0.2664373562692349,5.29,5.29,2.62,0.8318373254738525,0.48161764705882354,0.0,291.0,1989,Pitcher,P,C03,2.62,0.48161764705882354,120,1,0.3900626020872878,0.13514350723653182,Rickey Henderson / Mark McGwire / Dwayne Murphy
grantmu01,Mudcat Grant,1970,1971,2,0.6623233301555157,0.5396277794868539,0.33116166507775785,5.170000000000001,5.170000000000001,4.7700000000000005,0.8225581129050727,0.775609756097561,24.0,150.66666666666666,1970,Pitcher,P,C01,4.7700000000000005,0.775609756097561,121,3,0.020387352472178218,0.5006281445299108,Sal Bando / Reggie Jackson / Bert Campaneris
laceybo01,Bob Lacey,1977,1980,4,1.806831756874634,0.5528820731800864,0.4517079392186585,4.54,5.15,2.64,1.0471139731422807,0.49328859060402674,0.0,368.6666666666667,1978,Pitcher,P,C02,1.47,0.49328859060402674,122,1,0.17917277844212648,0.06588150929389092,Rickey Henderson / Mark McGwire / Dwayne Murphy
durazer01,Erubiel Durazo,2003,2005,3,2.0371527356738692,0.9094633272780762,0.6790509118912897,4.84,5.15,3.35,0.8473973566998798,0.6057866184448463,1390.0,0.0,2004,Hitter,1B,C04,3.35,0.6057866184448463,123,2,0.6497211096402706,0.30142636293054703,Eric Chavez / Tim Hudson / Barry Zito
gatesbr01,Brent Gates,1993,1996,4,2.7737461457538704,0.930851260398484,0.6934365364384676,5.05,5.12,2.21,1.1202522984700305,0.486784140969163,1732.0,0.0,1993,Hitter,2B,C03,2.21,0.486784140969163,124,1,0.4698899633476221,0.11354840114969957,Rickey Henderson / Mark McGwire / Dwayne Murphy
velarra01,Randy Velarde,1999,2002,3,1.452840276269214,0.7817603448578652,0.48428009208973805,4.89,5.09,2.81,0.7668784060536638,0.473063973063973,987.0,0.0,1999,Hitter,2B,C04,2.81,0.473063973063973,125,2,0.5400218347851737,0.33091849817857577,Eric Chavez / Tim Hudson / Barry Zito
kazmisc01,Scott Kazmir,2014,2015,2,1.166389350651979,0.722854573128546,0.5831946753259895,5.04,5.04,3.17,0.8564894866047603,0.587037037037037,6.0,300.0,2015,Pitcher,P,C06,3.17,0.587037037037037,126,5,0.8662140892088812,0.8796937695336979,Josh Reddick / Josh Donaldson / Coco Crisp
seguidi01,Diego Segui,1968,1972,4,1.5007924816997096,0.5459265695423094,0.3751981204249274,4.94,5.04,2.8600000000000003,0.7636421433784558,0.4650406504065041,117.0,414.0,1970,Pitcher,P,C01,2.8600000000000003,0.4650406504065041,127,3,0.04219021058451222,0.48784369435169356,Sal Bando / Reggie Jackson / Bert Campaneris
blackpa01,Paul Blackburn,2017,2024,8,1.9621855806512114,0.5127010638297874,0.24527319758140143,3.31,5.0,1.55,1.4417015809885854,0.5344827586206897,5.0,404.0,2023,Pitcher,P,C07,1.55,0.5344827586206897,128,4,0.98,0.7050711740314893,Matt Chapman / Marcus Semien / Matt Olson
fiersmi01,Mike Fiers,2018,2021,4,1.867649824360952,0.7942500000000002,0.466912456090238,4.75,4.9799999999999995,3.36,0.8347591785796513,0.398576512455516,0.0,306.0,2019,Pitcher,P,C07,3.36,0.398576512455516,129,4,0.9259166544816828,0.6770544721604218,Matt Chapman / Marcus Semien / Matt Olson
doolise01,Sean Doolittle,2012,2017,6,1.51991429144867,0.40988203957382047,0.2533190485747783,4.89,4.89,1.42,0.9616249748448807,0.2727272727272727,1.0,253.0,2016,Pitcher,P,C06,0.93,0.2727272727272727,130,5,0.8681465460190259,0.9086995081792585,Josh Reddick / Josh Donaldson / Coco Crisp
pindech01,Chad Pinder,2016,2022,7,3.160498497149341,0.6434751802351039,0.4514997853070487,3.7800000000000002,4.89,2.02,0.8002758409884468,0.3,1738.0,1.0,2017,Hitter,OF,C07,1.02,0.3,131,4,0.8593206680488821,0.7085780961371674,Matt Chapman / Marcus Semien / Matt Olson
bradfch01,Chad Bradford,2001,2004,4,1.2168201219814405,0.36134879996506747,0.30420503049536013,4.89,4.89,1.91,0.6590148636859712,0.2563758389261745,0.0,248.0,2003,Pitcher,P,C04,1.91,0.2563758389261745,132,2,0.6424909286387244,0.2929632689059859,Eric Chavez / Tim Hudson / Barry Zito
griffaj01,A. J. Griffin,2012,2013,2,1.1577181584128429,0.8011267605633805,0.5788590792064214,4.800000000000001,4.800000000000001,2.6900000000000004,0.8322456512822987,0.46069868995633184,5.0,282.3333333333333,2012,Pitcher,P,C06,2.11,0.46069868995633184,133,5,0.7881659200666027,0.8705744062976619,Josh Reddick / Josh Donaldson / Coco Crisp
honeyri01,Rick Honeycutt,1987,1995,8,2.147218306704659,0.38305698343597,0.2684022883380824,4.5200000000000005,4.79,1.56,0.8647454798308946,0.28519195612431447,2.0,406.33333333333337,1995,Pitcher,P,C03,1.56,0.28519195612431447,134,1,0.4878067999453599,0.11607906469227258,Rickey Henderson / Mark McGwire / Dwayne Murphy
polonlu01,Luis Polonia,1987,1989,3,1.4903476931065354,0.6922918263765924,0.4967825643688451,4.79,4.79,2.02,0.8328125198075687,0.390715667311412,1000.0,0.0,1987,Hitter,OF,C03,2.02,0.390715667311412,135,1,0.3260043053332161,0.09878215351753919,Rickey Henderson / Mark McGwire / Dwayne Murphy
taylobi04,Billy Taylor,1994,1999,5,2.1110408845698676,0.5710201658550911,0.4222081769139735,4.76,4.76,1.68,1.039792201444689,0.5419354838709677,0.0,295.6666666666667,1997,Pitcher,P,C03,1.68,0.5419354838709677,136,1,0.5134189918915486,0.13519960778595405,Rickey Henderson / Mark McGwire / Dwayne Murphy
garneph01,Phil Garner,1973,1976,4,1.9734160339704336,0.9192437080211519,0.4933540084926084,4.52,4.72,2.79,0.6533441132358455,0.3661417322834646,1185.0,0.0,1976,Hitter,2B,C01,2.79,0.3661417322834646,137,3,0.1618111532083439,0.49350798734952883,Sal Bando / Reggie Jackson / Bert Campaneris
kempto01,Tony Kemp,2020,2023,4,3.054280289588705,0.9101961417478631,0.7635700723971762,3.45,4.66,3.3,0.9319811688081837,0.5555555555555555,1488.0,0.0,2021,Hitter,2B,C07,3.3,0.5555555555555555,138,4,0.9423760521409944,0.6850816525978924,Matt Chapman / Marcus Semien / Matt Olson
dyeje01,Jermaine Dye,2001,2004,4,2.401149881084155,0.8874530178446925,0.6002874702710388,2.82,4.66,1.82,0.6550051548598964,0.25497287522603973,1663.0,0.0,2004,Hitter,OF,C04,1.41,0.25497287522603973,139,2,0.6462988593923791,0.33236945611887364,Eric Chavez / Tim Hudson / Barry Zito
longte01,Terrence Long,2000,2003,4,3.5463535389545817,0.9841349523750896,0.8865883847386454,4.63,4.66,2.38,0.5652885663777901,0.30670103092783507,2480.0,0.0,2000,Hitter,OF,C04,2.38,0.30670103092783507,140,2,0.5497341641472931,0.3180537439197194,Eric Chavez / Tim Hudson / Barry Zito
cookry01,Ryan Cook,2012,2015,4,1.099766476538179,0.44101403508771936,0.27494161913454473,4.29,4.62,2.61,0.8499412805695802,0.5698689956331877,0.0,195.0,2012,Pitcher,P,C06,2.61,0.5698689956331877,141,5,0.766591312104425,0.9047944900445395,Josh Reddick / Josh Donaldson / Coco Crisp
jahajo01,John Jaha,1999,2001,3,1.0904927018305755,0.8336398890962797,0.3634975672768585,3.7300000000000004,4.57,4.57,0.7693602693602694,0.7693602693602694,755.0,0.0,1999,Hitter,1B,C04,4.57,0.7693602693602694,142,2,0.528415795466078,0.3024071412428532,Eric Chavez / Tim Hudson / Barry Zito
tamje01,Jeff Tam,2000,2002,3,0.9846852802648683,0.4270038753639311,0.3282284267549561,4.36,4.5,2.66,0.5438764013295025,0.3427835051546392,0.0,200.66666666666669,2000,Pitcher,P,C04,2.66,0.3427835051546392,143,2,0.5484573817614566,0.2712035956405344,Eric Chavez / Tim Hudson / Barry Zito
brownse01,Seth Brown,2019,2024,6,3.122576702192104,0.9352801924780544,0.5204294503653507,3.7800000000000002,4.4799999999999995,1.94,0.9800591700848392,0.5315068493150685,1728.0,0.0,2022,Hitter,1B,C07,1.94,0.5315068493150685,144,4,0.9399960679096061,0.6781620406407541,Matt Chapman / Marcus Semien / Matt Olson
nashji01,Jim Nash,1968,1969,2,1.2569378525999109,0.8247909974514134,0.6284689262999554,4.21,4.21,3.96,0.6260901245903353,0.5990922844175491,121.0,344.0,1968,Pitcher,P,C01,3.96,0.5990922844175491,145,3,0.02,0.5242046000579615,Sal Bando / Reggie Jackson / Bert Campaneris
darliro01,Ron Darling,1991,1995,5,3.0279346693480447,0.8433645449210367,0.6055869338696089,3.3099999999999996,4.17,1.66,0.8418461359100833,0.26912181303116145,1.0,723.3333333333334,1994,Pitcher,P,C03,0.95,0.26912181303116145,146,1,0.4389437189137798,0.1226984962495506,Rickey Henderson / Mark McGwire / Dwayne Murphy
hilldo01,Donnie Hill,1983,1986,4,1.9414898982109499,0.6735681085361945,0.48537247455273747,3.4799999999999995,4.14,1.68,0.8502733159532418,0.3818181818181818,1156.0,0.0,1986,Hitter,2B,C03,1.68,0.3818181818181818,147,1,0.33137514677437974,0.09447651573735674,Rickey Henderson / Mark McGwire / Dwayne Murphy
saenzol01,Olmedo Saenz,1999,2002,4,1.7146330630406428,0.5229836534133534,0.4286582657601607,4.09,4.09,1.93,0.5973148966951954,0.27609427609427606,1061.0,0.0,1999,Hitter,3B,C04,1.64,0.27609427609427606,148,2,0.5708926013307896,0.293699831022229,Eric Chavez / Tim Hudson / Barry Zito
isrinja01,Jason Isringhausen,1999,2001,3,1.0582271412043958,0.45797420162501584,0.35274238040146527,4.09,4.09,1.92,0.529749113579602,0.20983606557377046,0.0,165.66666666666666,2001,Pitcher,P,C04,1.92,0.20983606557377046,149,2,0.575849246039569,0.31004131940369056,Eric Chavez / Tim Hudson / Barry Zito
piscost01,Stephen Piscotty,2018,2022,5,2.743766841920114,0.8971277674330215,0.5487533683840228,2.66,4.03,2.97,0.5427968366101862,0.39973082099596235,1496.0,0.0,2018,Hitter,OF,C07,2.97,0.39973082099596235,150,4,0.877203072694427,0.7336549473277187,Matt Chapman / Marcus Semien / Matt Olson
johnsda06,Dan Johnson,2005,2008,4,1.8893920482103235,0.7530169743291005,0.47234801205258087,3.91,3.92,2.05,0.8177893318854967,0.425311203319502,1261.0,0.0,2005,Hitter,1B,C04,2.05,0.425311203319502,151,2,0.6382744991320458,0.26656267181482696,Eric Chavez / Tim Hudson / Barry Zito
bochtbr01,Bruce Bochte,1984,1986,3,2.272144372105909,0.8317779609139364,0.7573814573686364,3.9,3.9,2.72,0.8284746480364137,0.5787234042553192,1480.0,0.0,1985,Hitter,1B,C03,2.72,0.5787234042553192,152,1,0.27692675417059587,0.1258610300867262,Rickey Henderson / Mark McGwire / Dwayne Murphy
baineha01,Harold Baines,1990,1992,3,1.968936055737751,0.9341681330919045,0.6563120185792504,3.9,3.9,2.85,0.6635807925156131,0.525830258302583,1227.0,0.0,1991,Hitter,OF,C03,2.85,0.525830258302583,153,1,0.40056352237011456,0.08464159737274554,Rickey Henderson / Mark McGwire / Dwayne Murphy
gelofza01,Zack Gelof,2023,2024,2,1.40445685617862,0.8443103942946424,0.70222842808931,3.87,3.87,2.51,1.1105622864243554,0.8655172413793103,847.0,0.0,2023,Hitter,2B,C07,2.51,0.8655172413793103,154,4,0.98,0.7318712645546466,Matt Chapman / Marcus Semien / Matt Olson
johnsjo04,John Henry Johnson,1978,1979,2,1.0961004326795114,0.7630776803293361,0.5480502163397557,3.8699999999999997,3.8699999999999997,2.6599999999999997,1.1921224001594788,0.8926174496644294,0.0,270.6666666666667,1978,Pitcher,P,C02,2.6599999999999997,0.8926174496644294,155,1,0.17535616873730217,0.08163661345470152,Rickey Henderson / Mark McGwire / Dwayne Murphy
langesh01,Shea Langeliers,2022,2024,3,2.02783601200527,0.9310299538033008,0.67594533733509,3.8600000000000003,3.8600000000000003,2.85,0.8504525782277318,0.5135135135135136,1177.0,0.0,2024,Hitter,C,C07,2.85,0.5135135135135136,156,4,0.9742624008170707,0.6985575809402059,Matt Chapman / Marcus Semien / Matt Olson
sogarer01,Eric Sogard,2010,2015,6,2.387102338736277,0.7079327582036606,0.3978503897893795,3.7199999999999998,3.83,1.38,0.6277412173427599,0.23703703703703702,1331.0,0.0,2015,Hitter,2B,C06,1.28,0.23703703703703702,157,5,0.8139779461162013,0.9255374137633567,Josh Reddick / Josh Donaldson / Coco Crisp
hannaja01,Jack Hannahan,2007,2009,3,1.3934807265010358,0.8448205148860571,0.46449357550034526,3.82,3.82,2.44,0.9201783330961802,0.6039603960396039,804.0,0.0,2008,Hitter,3B,C04,2.44,0.6039603960396039,158,2,0.7007627196111995,0.3332465684147893,Eric Chavez / Tim Hudson / Barry Zito
menecfr01,Frank Menechino,1999,2004,6,1.673160303957354,0.8187365600092653,0.278860050659559,3.01,3.77,3.31,0.42458056140243056,0.3617486338797814,1054.0,1.0,2001,Hitter,2B,C04,3.31,0.3617486338797814,159,2,0.568904873900875,0.2673269759700231,Eric Chavez / Tim Hudson / Barry Zito
milonto01,Tommy Milone,2012,2014,3,1.7977848535031977,0.7944000000000002,0.5992616178343992,3.7499999999999996,3.7499999999999996,2.0599999999999996,0.6884015584444838,0.44978165938864617,17.0,442.6666666666667,2012,Pitcher,P,C06,2.0599999999999996,0.44978165938864617,160,5,0.7729841990134741,0.8751872836641705,Josh Reddick / Josh Donaldson / Coco Crisp
neeltr01,Troy Neel,1992,1994,3,1.5400503626138127,0.7253154030244456,0.5133501208712709,3.73,3.73,1.98,0.9216142674896988,0.4730878186968839,861.0,0.0,1994,Hitter,1B,C03,1.67,0.4730878186968839,161,1,0.481483695954513,0.10473593211319203,Rickey Henderson / Mark McGwire / Dwayne Murphy
blevije01,Jerry Blevins,2007,2013,7,1.4646695984780003,0.34448947368421057,0.20923851406828575,3.49,3.7199999999999998,1.46,0.7445541766513861,0.3187772925764192,1.0,267.0,2012,Pitcher,P,C06,1.46,0.3187772925764192,162,5,0.7597771129592834,0.8640498359516612,Josh Reddick / Josh Donaldson / Coco Crisp
burrira01,Ray Burris,1984,1984,1,0.80617315968147,0.80617315968147,0.80617315968147,3.6900000000000004,3.6900000000000004,3.6900000000000004,0.6119402985074627,0.6119402985074627,0.0,211.66666666666666,1984,Pitcher,P,C02,3.6900000000000004,0.6119402985074627,163,1,0.27516720287497387,0.0845472794135677,Rickey Henderson / Mark McGwire / Dwayne Murphy
